SMILES,MW,logP,VDss(L/kg),logVDss
Cc1cccc(Nc2ccncc2S(=O)(O)=NC(=O)NC(C)C)c1,348.428,3.55152,0.21,-0.677780705
CCCCC[C@@H](O)CC[C@H]1[C@@H](O)C[C@H]2Cc3c(cccc3OCC(=O)O)C[C@H]21,390.52,3.5832,0.23,-0.638272164
CC1(C)O[C@@H]2C[C@@H]3[C@H]4CCC5=CC(=O)C=C[C@]5(C)[C@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,434.504,2.4188,1.4,0.146128036
NC(=S)NN=Cc1ncccc1N,195.251,-0.1691,0.41,-0.387216143
C[C@@H](CN(C)C)CN1c2ccccc2CCc2ccccc21,294.442,4.121,16,1.204119983
CN1[C@H]2CC[C@@H]1CC(=C1c3ccccc3CSc3ccccc31)C2,333.5,5.3508,11.85,1.07371835
CCCC[C@@H]1CC(=O)[C@]2(O)O[C@H]3[C@@H](O[C@@H]2O1)[C@H](O)[C@@H](NC)[C@H](O)[C@H]3NC,374.434,-1.7553,0.7,-0.15490196
COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@H]3N(C)CC2)CC[N+]1(C)C,609.743,6.701,0.45,-0.346787486
C[C@@H]1[C@H]2C3=CC[C@H]4[C@](C)(CC[C@H]5C(C)(C)[C@@H](O)CC[C@@]54C)[C@@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,456.711,7.0895,0.54,-0.26760624
COc1cc2c(cc1OC)[C@H]1C[C@@H](OC(=O)[C@H](N)C(C)C)[C@H](CC(C)C)CN1CC2,418.578,3.5641,1.31,0.117271296
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]4C[C@H]([N+]5(C)CCCCC5)[C@H](OC(C)=O)[C@@]4(C)CC[C@@H]3[C@]2(C)C[C@H]1N1CCCCC1,557.84,5.9659,0.3,-0.522878745
COc1ccc([C@@H](CN(C)C)C2(O)CCCCC2)cc1,277.408,3.0356,4.4,0.643452676
COc1ccc(CCN(C)CCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,454.611,5.09308,3.7,0.568201724
COc1ccc(CCO[C@@H]2CCCC[C@@H]2N2CC[C@@H](O)C2)cc1OC,349.471,2.6407,1.8,0.255272505
CCOc1ccccc1OC[C@H]1CNCCO1,237.299,1.4525,0.73,-0.13667714
CCOC(=O)N[C@@H]1CC[C@@H]2[C@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C\c1ccc(-c2cccc(F)c2)cn1,492.591,5.6295,3.74,0.572871602
O=C(CCCCCCC(=O)Nc1ccccc1)N[O-],263.317,2.5797,0.5,-0.301029996
O=C(NCCNC[C@@H](O)COc1ccc(O)cc1)N1CCOCC1,339.392,-0.2367,0.64,-0.193820026
C[C@@H](Oc1ccc(Oc2cnc3ccc(Cl)cc3n2)cc1)C(=O)O,344.754,3.9274,0.19,-0.721246399
Cc1ccc(-n2ccnc2)cc1[C@@H](O)c1c(C)cc(C(=O)O)cc1C,336.391,3.57746,0.37,-0.431798276
C[N+](C)([O-])CCC=C1c2ccccc2CCc2ccccc21,293.41,4.1812,1.2,0.079181246
CC(=O)Nc1ccccc1,135.166,1.645,0.161,-0.793174124
CC(C)(N)Cc1ccc(Cl)cc1,183.682,2.6198,2.5,0.397940009
C#CC(O)(/C=C/Cl)CC,144.601,1.5132,2.5,0.397940009
CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C,276.424,3.75244,2,0.301029996
CCC1(c2ccccc2)CCC(=O)NC1=O,217.268,1.771,3.077,0.488127496
Cc1ccccc1-n1c(C)nc2ccccc2c1=O,250.301,3.00254,6,0.77815125
CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,324.38,3.4934,0.107,-0.970616222
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,308.381,3.7878,0.159,-0.798602876
CNCCCC1c2ccccc2C=Cc2ccccc21,263.384,4.3019,14.763,1.16917462
NC(=O)c1ccccc1O,137.138,0.4911,0.147,-0.832682665
Cn1cnc2c1c(=O)[nH]c(=O)n2C,180.167,-1.0397,0.75,-0.124938737
COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C,527.643,3.5185,0.16,-0.795880017
N=c1nc(N2CCCCC2)cc(N)n1O,209.253,0.17237,3,0.477121255
CN[C@@H](C)[C@@H](O)c1ccccc1,165.236,1.3279,2.84,0.45331834
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,344.495,4.0844,4.66,0.668385917
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,418.574,4.5856,0.98,-0.008773924
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,394.439,0.6205,1.76,0.245512668
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,468.37,2.1145,0.32,-0.494850022
COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,352.77,2.8103,1.5,0.176091259
O=C[C@@H]1CCC(=O)N1,113.116,-0.5361,0.660693448,-0.18
CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@@H]1O[C@H]12,303.358,0.9181,3.090295433,0.49
C/C=C1\NC(=O)[C@@H](CS)NC(=O)[C@@H](C(C)C)CC(=O)C[C@@H](/C=C/CCS)OC(=O)[C@H](C(C)C)NC1=O,541.736,1.9848,1.202264435,0.08
CC1(C)S[C@@H]2[C@H](NC(=O)C(c3ccccc3)S(=O)(=O)O)C(=O)N2[C@H]1C(=O)O,414.461,0.2472,0.151356125,-0.82
CC(C)(C)[C@]1(O)CC2OC(=O)CC23C(=O)OC2OC(=O)[C@H](O)C231,326.301,-0.7438,2.511886432,0.4
N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,303.406,1.17428,1.023292992,0.01
C[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@]21C,316.485,4.5153,0.794328235,-0.1
CC[C@@]1(O)CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,342.439,2.5121,6.760829754,0.83
COc1cc(CC(=O)NCC(=O)N(CCC(=O)O)Cc2ccc(CO)c(CO)c2)ccc1NC(=O)Nc1ccccc1C,592.649,2.79442,0.251188643,-0.6
CCCCCCCCC/C=C/C=C/C(=O)CCC(=O)NC1[C@H](C(O)CO)O[C@H](Nc2ncnc3nc[nH]c23)[C@H](O)[C@@H]1O,588.706,1.6519,0.169824365,-0.77
CC(=O)O[C@H]1C[C@]2(C)CC[C@H]3[C@@H]4C[C@H](N5CC[N+](C)(C)CC5)[C@H](OC(C)=O)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1,616.932,4.0236,0.34673685,-0.46
C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,420.528,4.89408,1.174897555,0.07
Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,488.548,5.1844,0.398107171,-0.4
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1snnc1-c1ccccc1)C1CCCCC1,498.653,2.8076,0.602559586,-0.22
CCN1C[C@H]2CN(C)C[C@H](C1)C2OC(=O)c1ccc(Cl)cc1,322.836,2.3787,8.912509381,0.95
O=C(O)CCCCO/N=C(/c1cccnc1)c1cccc(C(F)(F)F)c1,366.339,4.1243,0.426579519,-0.37
C=CC[N+]12CCC34c5ccccc5N5/C=C6/[C@H]7C[C@H]8[C@@]9(CC[N@@+]8(CC=C)C/C7=C/CO)c7ccccc7N(/C=C(/[C@@H](C[C@@H]31)/C(=C\CO)C2)[C@H]54)[C@@H]69,666.91,5.4756,0.323593657,-0.49
C[C@H]([C@](O)(Cn1cncn1)c1ccc(F)cc1F)S(C)(=O)=O,331.344,0.8772,0.616595002,-0.21
COCCOC[C@H](CC1(C(=O)N[C@H]2CC[C@@H](C(=O)O)CC2)CCCC1)C(=O)O,399.484,2.0603,0.251188643,-0.6
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,404.547,4.1955,0.87096359,-0.06
C[C@@H]1C(=O)O[C@H]2[C@H](O)[C@@]34[C@H]5C[C@@H](C(C)(C)C)[C@]36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@@]12O,424.402,-1.3695,0.912010839,-0.04
CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,627.746,5.81227,7.58577575,0.88
C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)C[C@H](O[C@H]3C[C@](O)(C(=O)CO)Cc4c(O)c5c(c(O)c43)C(=O)c3ccccc3C5=O)O[C@H]2C)C[C@H](N)[C@@H]1O,643.642,-0.1263,2.398832919,0.38
CCOC(=O)[C@@H]1C2CCC(C[C@@H]1OC(=O)c1ccccc1)N2C,317.385,2.2578,1.584893192,0.2
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,275.352,1.7739,3.89045145,0.59
CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C/CNC(=O)/C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)[C@@H]12,690.86,2.2693,0.389045145,-0.41
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[n+]3ccn4ncccc43)CS[C@H]12)c1nsc(N)n1,516.545,-1.1552,0.239883292,-0.62
COc1ccc([C@H](CC(=O)O)N2CCN(CCCc3ccc4c(n3)NCCC4)C2=O)cn1,439.516,2.7295,0.199526231,-0.7
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,434.504,2.2747,1.071519305,0.03
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]34CCC(C(N)=O)(CC3)CC4)CS[C@H]12)c1nsc(N)n1,551.631,-1.3046,0.26915348,-0.57
COc1cccc2c1C(=O)c1cc3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1CC(N)C(I)C(C)O1,637.423,1.7384,12.02264435,1.08
Cn1cc(/C=C2/C(=O)N3C(C(=O)O)=CS[C@H]23)nn1,264.266,0.0396,0.281838293,-0.55
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3[C@@H](OC)C[C@@]21C,326.436,3.2375,0.239883292,-0.62
CCC[C@H]1C[C@@H](C(=O)N[C@@H]([C@@H]2O[C@H](SC)[C@@H](O)[C@@H](O)[C@@H]2O)[C@@H](C)Cl)N(C)C1,424.991,0.3895,0.794328235,-0.1
O=C(O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12,332.311,3.9686,0.141253754,-0.85
CN1C(C(=O)Nc2nccs2)=C(O)c2ccccc2S1(=O)=O,337.382,1.6425,0.199526231,-0.7
CCC1CN2CCC1CC2[C@@H](O)c1ccnc2ccc(OC)cc12,326.44,3.3972,2.818382931,0.45
CCCCCNC(=O)c1coc([C@@H]2[C@H]3CC[C@@H](O3)[C@@H]2Cc2cccc(CCC(=O)O)c2)n1,440.54,4.1155,4.365158322,0.64
C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,324.424,3.1732,2.951209227,0.47
O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,324.38,2.519,1.995262315,0.3
O=C(OC1C[C@@H]2CC3C[C@@H](C1)N2CC3O)c1c[nH]c2ccccc12,326.396,2.3108,10.96478196,1.04
CCCN1CCC[C@@H](c2cccc(S(C)(=O)=O)c2)C1,281.421,2.6795,2.187761624,0.34
CC(C)(C)S(=O)(=O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1,630.852,3.0962,0.776247117,-0.11
COc1cc([C@@H]2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3N)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,587.578,1.305,0.301995172,-0.52
NC(=O)c1cc[n+](COC[n+]2ccccc2/C=N/O)cc1,288.307,-0.1996,0.389045145,-0.41
CCCn1cnc(C[C@H](CCCN)C(=O)O)c1,239.319,1.2753,0.501187234,-0.3
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,441.549,4.37426,0.707945784,-0.15
Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN(CC(F)(F)F)C4=O)CS[C@H]23)cs1,546.509,0.3632,0.10964782,-0.96
CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](O)[C@@H](C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@H]2C)O[C@@H](C)[C@@H]1O,687.868,1.9085,0.776247117,-0.11
CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,334.351,0.7639,1.584893192,0.2
CN1C(=O)OC(C)(C)C1=O,143.142,0.3736,0.616595002,-0.21
O=C1OC(OC(=O)c2cccnc2Nc2cccc(C(F)(F)F)c2)c2ccccc21,414.339,4.87,0.12,-0.920818754
CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,610.671,6.3191,0.13,-0.886056648
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,270.21,3.25412,0.13,-0.886056648
O=S(O)(O)=S,114.147,-0.3213,0.15,-0.823908741
CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1,432.601,4.1864,0.16,-0.795880017
CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,246.306,2.7864,0.16,-0.795880017
O=C(O)COc1nn(Cc2ccccc2)c2ccccc12,282.299,2.548,0.16,-0.795880017
CC(=O)Nc1c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c1I,643.941,1.8791,0.194,-0.71219827
O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c(O)c1=O)C(=O)N1[C@H]3CC[C@H](C3)O[C@@H]1C2,449.385,1.6344,0.2,-0.698970004
O=C(O)CCCc1ccccc1,164.204,2.0939,0.2,-0.698970004
NC(=O)CC[C@H](N)C(=O)O,146.146,-1.3362,0.2,-0.698970004
Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,410.433,-0.0482,0.21,-0.677780705
C/C=C/C1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@@H](N)c3ccc(O)cc3)[C@H]2SC1,389.433,0.7067,0.23,-0.638272164
c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,502.796,0.4158,0.3,-0.522878745
O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,388.895,3.1482,0.33,-0.48148606
CC(C)n1c(/C=C\[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,411.473,4.6281,0.35,-0.455931956
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@@H]2O/C(=C\CCCC(=O)O)C[C@@H]21,352.471,3.4085,0.357,-0.447331784
Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,348.446,4.01532,0.46,-0.337242168
CC(C)c1cccc(C(C)C)c1OCOP(=O)(O)O,288.28,3.379,0.33,-0.48148606
CC[C@@H](C(N)=O)N1C[C@H](C=C(F)F)CC1=O,232.23,0.8792,0.6,-0.22184875
CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,356.447,3.1596,0.63,-0.200659451
CCNC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)CCc1ccccc1,415.574,3.1469,0.67,-0.173925197
NC(=O)CN1CCCC1=O,142.158,-0.9059,0.6,-0.22184875
CC(C)C(N)C(=O)OC[C@@H](CO)OCn1cnc2c(=O)[nH]c(N)nc21,354.367,-1.4367,0.703,-0.153044675
C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,224.26,0.961,0.8,-0.096910013
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,360.837,4.68,0.89,-0.050609993
NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,273.357,2.01,0.9,-0.045757491
CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21,324.341,-0.7976,1.34,0.127104798
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,412.614,6.4005,1,0
CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,400.603,6.4005,1,0
CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2,234.295,2.8355,1.03,0.012837225
Cc1cccc(Nc2ccccc2C(=O)O)c1C,241.29,3.74524,1.06,0.025305865
C=CC(N)CCC(=O)O,129.159,0.3645,1.1,0.041392685
C[N@+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,356.442,1.67,1.1,0.041392685
CC(c1cc2ccccc2s1)N(O)C(N)=O,236.296,2.7322,1.2,0.079181246
CO/N=C1/C[C@]2(C[C@@H]3C[C@@H](CC=C(C)C[C@@H](C)C=CC=C4CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C,639.83,5.7289,1.2,0.079181246
CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1,264.325,1.8922,1.29,0.11058971
C[N+](C)(C)CC(=O)O,118.156,-0.2228,1.3,0.113943352
CCC1(c2ccccc2)NC(=O)N(C)C1=O,218.256,1.4735,1.4,0.146128036
NS(=O)(=O)Cc1noc2ccccc12,212.23,0.6163,1.45,0.161368002
C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,302.414,3.9731,1.8,0.255272505
[2H]C([2H])([2H])C(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,534.4583053,4.2058,0.36,-0.443697499
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,374.912,3.0559,16,1.204119983
C=C1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,370.489,4.1852,19.6,1.292256071
OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1,400.975,4.2363,20,1.301029996
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CS,378.534,2.7191,21.7,1.336459734
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,318.501,4.5952,3,0.477121255
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],227.085,-1.0201,3,0.477121255
C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,226.232,-0.0531,3.6,0.556302501
CCN(C)[C@@H](C)[C@H](O)c1ccccc1,193.29,2.0602,3,0.477121255
CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12,393.506,3.9165,4.1,0.612783857
COCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5,595.73,1.5937,4.19,0.622214023
CCC(=O)OC1(C(=O)SCF)[C@H](C)CC2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(O)C[C@]21C,500.579,4.43,4.2,0.62324929
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,379.501,2.8907,4.5,0.653212514
CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,300.442,5.6026,1.214,0.084218687
CC(C)[N+]1(C)[C@H]2CC[C@@H]1CC(OC(=O)[C@@H](CO)c1ccccc1)C2,332.464,2.8541,4.6,0.662757832
CC(C)(N)Cc1ccccc1,149.237,1.9664,5,0.698970004
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,385.512,2.0882,5.3,0.72427587
O=C(OC1CC2CC3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,324.38,2.519,5.8,0.763427994
CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O,611.743,2.7172,52,1.716003344
CC1O[C@]2(CS1)CN1CCC2CC1,199.319,1.5602,6,0.77815125
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)SCF,444.515,3.4691,4.2,0.62324929
O=c1c2cccc3c2c(cn1[C@@H]1CN2CCC1CC2)CCC3,294.398,2.7569,8.3,0.919078092
[2H]C([2H])=C1/C(=C([2H])\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O,419.6643053,5.7047,0.49,-0.30980392
C[C@@H]1[C@@H](NC(=O)/C(=N/OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,435.44,-1.1725,0.18,-0.744727495
Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,427.417,0.6664,0.23,-0.638272164
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O,498.576,2.5843,2.61,0.416640507
Cc1nnc(C(C)C)n1C1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,513.677,5.95092,2.77,0.442479769
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,488.017,3.31354,35.79,1.553761698
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,427.526,4.1066,4.29,0.632457292
Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]2O)c(=O)[nH]1,443.202,-2.4527,0.06,-1.22184875
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,426.492,3.08132,6.96,0.84260924
CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,405.969,6.215,8.29,0.918554531
CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O,389.411,2.2113,0.9,-0.045757491
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,575.687,5.69592,1,0
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,583.689,2.0811,11.43,1.05804623
Cc1cc(C)cc(OCC2CNC(=O)O2)c1,221.256,1.79064,11.43,1.05804623
C#CCN[C@@H]1CCc2ccccc21,171.243,1.8967,1.24,0.093421685
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,506.591,1.29272,0.13,-0.886056648
CCc1cc(C(N)=S)ccn1,166.249,1.2782,1.34,0.127104798
CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O,411.498,3.835,1.47,0.167317335
COC(=O)OCOc1c2n(ccc1=O)N([C@@H]1c3ccccc3SCc3c1ccc(F)c3F)[C@@H]1COCCN1C2=O,571.558,3.3912,16.86,1.22685757
N#CC1C[C@@H]2C[C@H]2N1C(=O)[C@@H](N)C12C[C@@H]3C[C@@H](CC(O)(C3)C1)C2,315.417,1.15798,2.16,0.334453751
CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,446.511,3.6566,0.24,-0.619788758
O=C(O)Cc1ccccc1,136.15,1.3137,0.27,-0.568636236
NC(=O)OC[C@H](N)Cc1ccccc1,194.234,0.6517,2.84,0.45331834
CC[C@H](Nc1ncnc2nc[nH]c12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,415.432,3.7543,0.33,-0.48148606
CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,274.795,3.8186,4.59,0.661812686
C/C=C1/NC(=O)C2CSSCCC=CC(CC(=O)NC(C(C)C)C(=O)N2)OC(=O)C(C(C)C)NC1=O,540.708,1.4296,0.64,-0.193820026
OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,378.899,5.6457,6.4,0.806179974
C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,500.483,5.7295,6.57,0.81756537
C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,495.542,3.0711,0.71,-0.148741651
OCCOC[C@H]1O[C@H](OCCO)[C@H](OCCO)[C@@H](OCCO)[C@@H]1OCCO,400.421,-3.1384,0.08,-1.096910013
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,538.584,4.9268,8.69,0.939019776
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,308.421,3.7228,0.96,-0.017728767
